Verketten;Laenge;2_a_Leistung 2 (hyd) [kW];Normleistung;Preis;Typ;Breite;Hoehe;H_Lam;2_a_Leistung 1 (hyd) [kW];2_a_Temperatur 1 [C];2_a_Temperatur 2 [C];2_a_Temperatur 3 [C];Nenndruck bar Extra (%);Nenndruck PN (bar);Exponential;Gewicht leer (kg);3_a_Fabrikat;Modelle;3_c_Farbe 1;Farbe Extra;Ausfuehrung;3_c_Material 1;Zubehoer;Zubehoeranzahl;Zubehoereinzelpreis;Zubehoer_Total_Preis;Total_Preis;N(mm)/1m;A(m2);A(m2)/1m;V(dm3);V(dm3)/1m;M(kg);M(kg)/1m;S_k(%)/1m;q_ms_(kg/h)/1m;Waermeleistung_50K/1m;Charleston_Typ;Stueck;Einzelpreis;Watt_pro_element;Horizontal_Vertikal;Main Typ;Preis mit AB;Nennbauhoehe;Grundpreis
THN22157;4000;2.62;2620.00;1785;THN22;102;157;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHH56571;2800;2.621;2621.00;1997;NHH56;53;571;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NH56567;4400;2.622;2622.00;1191;NH56;45;567;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL42/07425;4600;2.622;2622.00;1476;NHL42/07;60;425;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL63/42638;2600;2.623;2623.00;1424;NHL63/42;60;638;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHH42425;3600;2.624;2624.00;1884;NHH42;53;425;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH91/14922;1800;2.624;2624.00;2627;NHLH91/14;53;922;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
WL77/14-W77770;1800;2.624;2624.00;2565.19;WL77/14-W77;104;770;120;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH56/56567;1500;2.625;2625.00;1955;NHLLH56/56;92;567;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLHL42/14425";2200;2.625;2625.00;1946;"NHLLHL42/14";128;425;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL56/49567;1300;2.626;2626.00;1943;NHLLHL56/49;128;567;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/07638;1900;2.626;2626.00;2242;NHLLHL63/07;128;638;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN11397;4200;2.626;2626.00;1309.08;THN11;60;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3000;2.627;2627.00;2145.1;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH28/28283;3600;2.628;2628.00;1879;NHLH28/28;53;283;265;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1879;243.00;11.99;3.33;12.74;3.54;75.96;21.10;12.00;63.00;730.00;;;;;;NHLH;;;
NHLH35/21354;3400;2.628;2628.00;2028;NHLH35/21;53;354;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;2028;314.00;12.48;3.67;15.03;4.42;84.32;24.80;15.00;66.00;773.00;;;;;;NHLH;;;
NHL42/35425;3400;2.628;2628.00;1323;NHL42/35;60;425;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
41801800;540;2.628;2628.00;1779.72;4180;145;1800;0;;;;;;;;;Prolux;;;12;Gliederheizkoerper;;;;;;;;;;;;;;;;;;;;;;;;;
NHH35354;4200;2.629;2629.00;1823;NHH35;53;354;0;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1823;314.00;6.85;1.63;18.56;4.42;78.33;18.65;22.00;54.00;626.00;;;;;;NHH;;;
NHLLH49/35496;1800;2.63;2630.00;1909;NHLLH49/35;92;496;330;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1909;456.00;12.71;7.06;11.16;6.20;69.86;38.81;14.00;126.00;1461.00;;;;;;NHLLH;;;
NHLH91/49922;1700;2.63;2630.00;2629;NHLH91/49;53;922;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLH49/35496";1800;2.63;2630.00;1909;"NHLLH49/35";92;496;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/14638;1700;2.63;2630.00;2158;NHLLHL63/14;128;638;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
51801800;450;2.63;2630.00;1764.8;5180;185;1800;0;;;;;;;;;Prolux;;;10;Gliederheizkoerper;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH42/35425;2800;2.632;2632.00;2048;NHLH42/35;53;425;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/42851;1800;2.632;2632.00;2540;NHLH84/42;53;851;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH35/07354;3800;2.633;2633.00;2126;NHLH35/07;53;354;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;2126;314.00;8.85;2.33;16.80;4.42;82.84;21.80;18.00;60.00;693.00;;;;;;NHLH;;;
ZRV222140;3800;;2633.00;1339;ZRV222;104;140;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH70/42709;2000;2.634;2634.00;2362;NHLH70/42;53;709;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH77/42780;1900;2.635;2635.00;2457;NHLH77/42;53;780;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3400;2.635;2635.00;2127.72;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL28/07283;3200;2.637;2637.00;1880;NHLLHL28/07;128;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1880;243.00;8.29;2.59;11.33;3.54;61.60;19.25;18;71;824;;;;;;NHLLHL;;;
NHL49/14496;3800;2.637;2637.00;1456;NHL49/14;60;496;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL49/42496;3000;2.637;2637.00;1353;NHL49/42;60;496;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH77/56780;1300;2.638;2638.00;2185;NHLLH77/56;92;780;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH35/14354;3600;2.639;2639.00;2079;NHLH35/14;53;354;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;2079;314.00;10.80;3.00;15.91;4.42;83.88;23.30;16.00;63.00;733.00;;;;;;NHLH;;;
NHL35/28354;4000;2.64;2640.00;1310;NHL35/28;60;354;265;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1310;314;13.76;3.44;8.84;2.21;64.96;16.24;21;57;660;;;;;;NHL;;;
NHLH77/21780;2000;2.64;2640.00;2476;NHLH77/21;53;780;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH84/42851;1300;2.64;2640.00;2255;NHLLH84/42;92;851;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/56638;1200;2.64;2640.00;2031;NHLLHL63/56;128;638;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3200;2.641;2641.00;2141.09;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL56/42568;2800;2.643;2643.00;1395;NHL56/42;60;568;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL63/21638;3000;2.643;2643.00;1484;NHL63/21;60;638;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL84/21851;1300;2.643;2643.00;2319;NHLLHL84/21;128;851;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
ZRV214280;3200;;2643.00;1540;ZRV214;73;280;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH56/21567;1900;2.645;2645.00;2057;NHLLH56/21;92;567;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL84/14851;1400;2.645;2645.00;2368;NHLLHL84/14;128;851;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NH84851;3000;2.646;2646.00;1418;NH84;45;851;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL77/35780;2400;2.647;2647.00;1511;NHL77/35;60;780;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH91/56922;1700;2.647;2647.00;2649;NHLH91/56;53;922;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH70/49709;1400;2.647;2647.00;2115;NHLLH70/49;92;709;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL42/28425;1800;2.648;2648.00;1846;NHLLHL42/28;128;425;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL77/21780;2600;2.649;2649.00;1543;NHL77/21;60;780;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL35/14354;4800;2.65;2650.00;1409;NHL35/14;60;354;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1409;314;10.08;2.10;10.61;2.21;63.22;13.17;25;47;552;;;;;;NHL;;;
NH70709;3600;2.65;2650.00;1299;NH70;45;709;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHH91922;1800;2.653;2653.00;2332;NHH91;53;922;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/49851;1800;2.653;2653.00;2560;NHLH84/49;53;851;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/42638;1300;2.653;2653.00;2037;NHLLHL63/42;128;638;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH98/21993;1700;2.654;2654.00;2715;NHLH98/21;53;993;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH70/35709;1500;2.654;2654.00;2137;NHLLH70/35;92;709;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH49/07496;3000;2.655;2655.00;2265;NHLH49/07;53;496;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH42/14425;3200;2.656;2656.00;2156;NHLH42/14;53;425;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH63/35638;2200;2.658;2658.00;2304;NHLH63/35;53;638;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
ZRV32170;4600;;2659.00;1234;ZRV321;134;70;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH56/14567;2600;2.66;2660.00;2289;NHLH56/14;53;567;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/21851;1900;2.66;2660.00;2568;NHLH84/21;53;851;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH56/35567;1700;2.661;2661.00;1998;NHLLH56/35;92;567;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHH49496";3200;2.662;2662.00;1965;"NHH49";53;496;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL56/56570;2600;2.662;2662.00;1378;NHL56/56;62;570;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/42851;2200;2.662;2662.00;1536;NHL84/42;60;851;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH77/49780;1900;2.662;2662.00;2479;NHLH77/49;53;780;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL70/14709;1600;2.662;2662.00;2240;NHLLHL70/14;128;709;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL70/35709;1300;2.662;2662.00;2131;NHLLHL70/35;128;709;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;2800;2.662;2662.00;1923.14;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
2W82823;1900;2.662;2662.00;2129.39;2W82;72;823;0;;;;;;;;;Prolux;;;;Roehrenradiatoren;;;;;;;;;;;;;;;;;;;;;;;;;
NHL70/21709;2800;2.663;2663.00;1520;NHL70/21;60;709;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL84/49851;1100;2.663;2663.00;2276;NHLLHL84/49;128;851;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NH63638;4000;2.664;2664.00;1244;NH63;45;638;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH56/28567;1800;2.664;2664.00;2030;NHLLH56/28;92;567;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
M31001000;1540;2.664;2664.00;2424;M3100;105;1000;0;;;;;;;;;Prolux;;;24;Gliederheizkoerper;;;;;;;;;;;;;;;;;;;;;;;;;
NHL35/21354;4400;2.666;2666.00;1364;NHL35/21;60;354;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1364;314;12.19;2.77;9.72;2.21;64.68;14.70;22;52;606;;;;;;NHL;;;
NHL77/56780;2200;2.666;2666.00;1494;NHL77/56;60;780;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH70/49709;2000;2.666;2666.00;2385;NHLH70/49;53;709;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH91/21922;1800;2.666;2666.00;2648;NHLH91/21;53;922;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH84/28851;1400;2.666;2666.00;2292;NHLLH84/28;92;851;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLHL42/21425";2000;2.666;2666.00;1903;"NHLLHL42/21";128;425;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH63/35638;1600;2.667;2667.00;2074;NHLLH63/35;92;638;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL77/14780;1500;2.667;2667.00;2311;NHLLHL77/14;128;780;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NH98993;2600;2.668;2668.00;1492;NH98;45;993;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL49/21496;3600;2.668;2668.00;1437;NHL49/21;60;496;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL63/07638;3400;2.669;2669.00;1556;NHL63/07;60;638;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL56/21567;1700;2.669;2669.00;2052;NHLLHL56/21;128;567;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH28/14283;4200;2.671;2671.00;2030;NHLH28/14;53;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2030;243.00;9.83;2.34;14.87;3.54;78.54;18.70;15.00;55.00;636.00;;;;;;NHLH;;;
NHLLH21/14212;3600;2.671;2671.00;1767;NHLLH21/14;92;212;125;1075.011283;50;40;21;13;4.6;1.24;16.47;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2119.26;172.00;10.15;2.82;9.54;2.65;59.29;16.47;14.00;64.00;742.00;;;;;;NHLLH;;;
NHL63/14638;3200;2.672;2672.00;1522;NHL63/14;60;638;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL70/49709;1200;2.672;2672.00;2122;NHLLHL70/49;128;709;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL77/28780;1300;2.672;2672.00;2225;NHLLHL77/28;128;780;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN23157;3200;2.672;2672.00;1848;THN23;137;157;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN11317;4000;2.672;2672.00;1364.62;THN11;60;317;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH63/14638;1900;2.673;2673.00;2181;NHLLH63/14;92;638;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
ZRV54170;2600;;2673.00;1427;ZRV541;256;70;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
NHL70/49709;2400;2.674;2674.00;1468;NHL70/49;60;709;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL49/49496;1400;2.674;2674.00;1884;NHLLHL49/49;128;496;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH49/35496;2600;2.675;2675.00;2158;NHLH49/35;53;496;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH70/14709;2200;2.675;2675.00;2423;NHLH70/14;53;709;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/56851;1800;2.675;2675.00;2581;NHLH84/56;53;851;528;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH70/07709;1900;2.677;2677.00;2306;NHLLH70/07;92;709;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH28/21283;2800;2.68;2680.00;1777;NHLLH28/21;92;283;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1777;243.00;11.59;4.14;9.91;3.54;63.62;22.72;13.00;82.00;957.00;;;;;;NHLLH;;;
NH91922;2800;2.68;2680.00;1461;NH91;45;922;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL49/35496;3200;2.682;2682.00;1386;NHL49/35;60;496;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLH49/21496";2800;2.682;2682.00;2216;"NHLH49/21";53;496;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
WL77/56770;2200;2.682;2682.00;1701.32;WL77/56;61;770;540;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL49/28496;3400;2.683;2683.00;1414;NHL49/28;60;496;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
W77770;3400;2.683;2683.00;1674.27;W77;43;770;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
51201200;690;2.685;2685.00;1453.5;5120-15;173;1200;0;1620.059502;60;50;21;13;10;1.31;4.12;Zehnder;Charleston;Standard;;Gliederheizkoerper;Stahl;Wandkonsole_CVD_1_RAL9016;4;;;1453.5;1134;0.32;0.47;1.86;2.70;2.84;4.12;13;15.40;179;5120;15;96.90;179.0;;5saeuler;;;
NHLH42/07425;3400;2.686;2686.00;2221;NHLH42/07;53;425;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH56/35567;2400;2.686;2686.00;2244;NHLH56/35;53;567;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/14851;2600;2.688;2688.00;1618;NHL84/14;60;851;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH63/14638;2400;2.688;2688.00;2369;NHLH63/14;53;638;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH70/56709;2000;2.688;2688.00;2407;NHLH70/56;53;709;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH77/56780;1900;2.689;2689.00;2500;NHLH77/56;53;780;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH98/28993;1700;2.689;2689.00;2735;NHLH98/28;53;993;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH63/49638;1500;2.69;2690.00;2063;NHLLH63/49;92;638;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN11397;3600;2.69;2690.00;1376.73;THN11;60;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLHL49/28496";1700;2.691;2691.00;1947;"NHLLHL49/28";128;496;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL42/21425;4000;2.692;2692.00;1413;NHL42/21;60;425;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL35/21354;2200;2.693;2693.00;1827;NHLLHL35/21;128;354;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1827;314.00;12.98;5.90;9.75;4.43;66.33;30.15;13;105;1224;;;;;;NHLLHL;;;
NHL70/35709;2600;2.694;2694.00;1499;NHL70/35;60;709;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH42/42425;2800;2.694;2694.00;2079;NHLH42/42;53;425;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL21/21212;2600;2.696;2696.00;1599;NHLLHL21/21;128;212;195;1664.776853;60;50;21;13;4.6;1.25;22.31;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_RAL9016;4;4.25;17;1903.82;172.00;13.60;5.23;6.89;2.65;58.01;22.31;12;89;1037;;;;;;NHLLHL;;;
NHL49/07496;4200;2.696;2696.00;1528;NHL49/07;60;496;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH77/28780;2000;2.696;2696.00;2499;NHLH77/28;53;780;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL77/21780;1400;2.696;2696.00;2271;NHLLHL77/21;128;780;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
M21001000;2190;2.696;2696.00;2984.52;M2100;65;1000;0;;;;;;;;;Prolux;;;34;Gliederheizkoerper;;;;;;;;;;;;;;;;;;;;;;;;;
NHL35/35354;3800;2.698;2698.00;1302;NHL35/35;60;354;330;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1302;314;15.43;4.06;8.40;2.21;66.99;17.63;20;61;710;;;;;;NHL;;;
NHLLHL21/07212;3800;2.698;2698.00;1825;NHLLHL21/07;128;212;55;1101.935704;50;40;21;13;4.6;1.22;15.32;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_RAL9016;4;4.25;17;2298.25;172.00;8.55;2.25;10.07;2.65;58.22;15.32;18;61;710;;;;;;NHLLHL;;;
NHLLHL28/21283;2400;2.698;2698.00;1726;NHLLHL28/21;128;283;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1726;243.00;13.37;5.57;8.50;3.54;63.07;26.28;13;97;1124;;;;;;NHLLHL;;;
NHLLHL70/07709;1800;2.698;2698.00;2341;NHLLHL70/07;128;709;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL77/42780;1200;2.698;2698.00;2213;NHLLHL77/42;128;780;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
W77-2770;2000;2.698;2698.00;2476.81;W77-2;104;770;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHH98993;1700;2.7;2700.00;2406;NHH98;53;993;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH42/28425;3000;2.7;2700.00;2123;NHLH42/28;53;425;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/07851;2000;2.7;2700.00;2613;NHLH84/07;53;851;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH21/07212;4200;2.701;2701.00;1881;NHLLH21/07;92;212;55;1680.778743;60;50;21;13;4.6;1.23;14.14;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_RAL9016;4;4.25;17;2368.25;172.00;7.69;1.83;11.13;2.65;59.39;14.14;17.00;55.00;643.00;;;;;;NHLLH;;;
THN21237;4200;2.701;2701.00;2090.57;THN21;102;237;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
