Verketten;Laenge;2_a_Leistung 2 (hyd) [kW];Normleistung;Preis;Typ;Breite;Hoehe;H_Lam;2_a_Leistung 1 (hyd) [kW];2_a_Temperatur 1 [C];2_a_Temperatur 2 [C];2_a_Temperatur 3 [C];Nenndruck bar Extra (%);Nenndruck PN (bar);Exponential;Gewicht leer (kg);3_a_Fabrikat;Modelle;3_c_Farbe 1;Farbe Extra;Ausfuehrung;3_c_Material 1;Zubehoer;Zubehoeranzahl;Zubehoereinzelpreis;Zubehoer_Total_Preis;Total_Preis;N(mm)/1m;A(m2);A(m2)/1m;V(dm3);V(dm3)/1m;M(kg);M(kg)/1m;S_k(%)/1m;q_ms_(kg/h)/1m;Waermeleistung_50K/1m;Charleston_Typ;Stueck;Einzelpreis;Watt_pro_element;Horizontal_Vertikal;Main Typ;Preis mit AB;Nennbauhoehe;Grundpreis
NHLH42/28425;4800;4.32;4320.00;3087;NHLH42/28;53;425;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/07851;3200;4.32;4320.00;3666;NHLH84/07;53;851;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
M41001000;1930;4.32;4320.00;3689.1;M4100;145;1000;0;;;;;;;;;Prolux;;;30;Gliederheizkoerper;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH49/35496;4200;4.322;4322.00;3133;NHLH49/35;53;496;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH42/35425;4600;4.324;4324.00;3032;NHLH42/35;53;425;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH56/28567;4000;4.324;4324.00;3274;NHLH56/28;53;567;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL56/49569;4400;4.325;4325.00;2047;NHL56/49;61;569;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL70/14709;2600;4.326;4326.00;3050;NHLLHL70/14;128;709;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
61801800;630;4.326;4326.00;2942.52;6180;225;1800;0;;;;;;;;;Prolux;;;40;Gliederheizkoerper;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH77/28780;2400;4.33;4330.00;3050;NHLLH77/28;92;780;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/56851;3400;4.332;4332.00;2215;NHL84/56;60;851;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH56/42567;3800;4.332;4332.00;3228;NHLH56/42;53;567;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH91/49922;2800;4.332;4332.00;3739;NHLH91/49;53;922;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/14638;2800;4.332;4332.00;2979;NHLLHL63/14;128;638;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL56/35567;4800;4.334;4334.00;2092;NHL56/35;60;567;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH63/35638;2600;4.334;4334.00;2866;NHLLH63/35;92;638;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH84/35851;2200;4.334;4334.00;3108;NHLLH84/35;92;851;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
WL77/14770;4400;4.334;4334.00;2487.6;WL77/14;61;770;120;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
ZRV322140;4800;;4334.00;2208;ZRV322;134;140;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH70/28709;3400;4.335;4335.00;3417;NHLH70/28;53;709;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL70/14709;4800;4.339;4339.00;2274;NHL70/14;60;709;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLH42/35425";3200;4.339;4339.00;2594;"NHLLH42/35";92;425;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
K61101100;1300;4.34;4340.00;3603;K6110-20;210;1100;0;12092.30653;60;50;21;13;18;1.30;4.62;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3622.8;1034;0.68;0.52;4.03;3.10;6.01;4.62;12;18.70;217;K6110;20;180.15;217.0;;6saeuler;;;
NHL77/42780;3800;4.34;4340.00;2197;NHL77/42;60;780;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/21851;4000;4.34;4340.00;2303;NHL84/21;60;851;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL56/42568;4600;4.342;4342.00;2072;NHL56/42;60;568;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/14851;4200;4.343;4343.00;2347;NHL84/14;60;851;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL63/56638;4000;4.344;4344.00;2086;NHL63/56;60;638;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL70/21709;2400;4.346;4346.00;2970;NHLLHL70/21;128;709;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH63/35638;3600;4.349;4349.00;3333;NHLH63/35;53;638;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/35851;3000;4.35;4350.00;3627;NHLH84/35;53;851;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLHL49/21496";3000;4.35;4350.00;2741;"NHLLHL49/21";128;496;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL70/35709;4200;4.351;4351.00;2182;NHL70/35;60;709;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
WL77/42770;3800;4.351;4351.00;2436.65;WL77/42;61;770;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH49/28496;4400;4.352;4352.00;3205;NHLH49/28;53;496;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL70/56709;1900;4.353;4353.00;2873;NHLLHL70/56;128;709;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH49/21496;3400;4.355;4355.00;2821;NHLLH49/21;92;496;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2821;456.00;17.54;5.16;21.08;6.20;116.76;34.34;16.00;110.00;1281.00;;;;;;NHLLH;;;
NHLLHL21/21212;4200;4.355;4355.00;2246;NHLLHL21/21;128;212;195;887.0246698;40;30;21;13;4.6;1.25;22.31;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_RAL9016;4;4.25;17;2263;172.00;21.97;5.23;11.13;2.65;93.70;22.31;12;89;1037;;;;;;NHLLHL;;;
NHLLHL28/28283;3400;4.355;4355.00;2309;NHLLHL28/28;128;283;265;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2309;243.00;23.97;7.05;12.04;3.54;101.18;29.76;11;110;1281;;;;;;NHLLHL;;;
NHH70709;3800;4.355;4355.00;3114;NHH70;53;709;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLH49/21496";3400;4.355;4355.00;2821;"NHLLH49/21";92;496;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/42851;3600;4.356;4356.00;2239;NHL84/42;60;851;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL84/49851;1800;4.358;4358.00;3050;NHLLHL84/49;128;851;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH91/56922;2800;4.36;4360.00;3771;NHLH91/56;53;922;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL77/56780;3600;4.363;4363.00;2184;NHL77/56;60;780;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL70/56709;3800;4.366;4366.00;2142;NHL70/56;60;709;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH63/21638;3800;4.366;4366.00;3393;NHLH63/21;53;638;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHH63638;4200;4.368;4368.00;3070;NHH63;53;638;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH98/21993;2800;4.371;4371.00;3844;NHLH98/21;53;993;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;4600;4.373;4373.00;2689.31;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH91/14922;3000;4.374;4374.00;3769;NHLH91/14;53;922;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH77/49780;2200;4.374;4374.00;3022;NHLLH77/49;92;780;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
WL77/14-W77770;3000;4.374;4374.00;3545.58;WL77/14-W77;104;770;120;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL70/21709;4600;4.375;4375.00;2248;NHL70/21;60;709;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH84/21851;2400;4.375;4375.00;3195;NHLLH84/21;92;851;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL49/42496;2400;4.375;4375.00;2594;NHLLHL49/42;128;496;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/28638;2400;4.375;4375.00;2845;NHLLHL63/28;128;638;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLHL42/07425";4200;4.376;4376.00;2919;"NHLLHL42/07";128;425;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH70/14709;3600;4.378;4378.00;3492;NHLH70/14;53;709;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
41801800;900;4.38;4380.00;2966.2;4180;145;1800;0;;;;;;;;;Prolux;;;20;Gliederheizkoerper;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL35/28354;3200;4.381;4381.00;2467;NHLLHL35/28;128;354;265;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;2467;314.00;23.65;7.39;14.18;4.43;107.71;33.66;12;118;1369;;;;;;NHLLHL;;;
NHLLHL49/07496;3800;4.381;4381.00;3005;NHLLHL49/07;128;496;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL70/28709;4400;4.382;4382.00;2218;NHL70/28;60;709;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH56/35567;2800;4.382;4382.00;2800;NHLLH56/35;92;567;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH49/35496;3000;4.383;4383.00;2709;NHLLH49/35;92;496;330;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2709;456.00;21.18;7.06;18.60;6.20;116.43;38.81;14.00;126.00;1461.00;;;;;;NHLLH;;;
"NHLLH49/35496";3000;4.383;4383.00;2709;"NHLLH49/35";92;496;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH49/28496;3200;4.384;4384.00;2770;NHLLH49/28;92;496;265;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2770;456.00;19.65;6.14;19.84;6.20;117.31;36.66;15.00;118.00;1370.00;;;;;;NHLLH;;;
NHH84851;3200;4.384;4384.00;3279;NHH84;53;851;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLH49/28496";3200;4.384;4384.00;2770;"NHLLH49/28";92;496;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/42851;3000;4.386;4386.00;3661;NHLH84/42;53;851;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
WL77/56770;3600;4.388;4388.00;2465.79;WL77/56;61;770;540;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH77/14780;3400;4.393;4393.00;3610;NHLH77/14;53;780;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
K61501500;975;4.395;4395.00;3540.75;K6150-15;210;1500;0;8132.276337;60;50;21;13;18;1.31;6.20;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3560.55;1434;0.69;0.71;3.90;4.00;6.05;6.20;12;25.20;293;K6150;15;236.05;293.0;;6saeuler;;;
NHLLHL56/21567;2800;4.396;4396.00;2842;NHLLHL56/21;128;567;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH77/35780;3200;4.397;4397.00;3554;NHLH77/35;53;780;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH56/49567;2600;4.399;4399.00;2773;NHLLH56/49;92;567;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL56/35567;2400;4.399;4399.00;2719;NHLLHL56/35;128;567;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/21638;2600;4.399;4399.00;2919;NHLLHL63/21;128;638;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/14851;3200;4.4;4400.00;3702;NHLH84/14;53;851;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/56638;2000;4.4;4400.00;2792;NHLLHL63/56;128;638;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH28/21283;4600;4.402;4402.00;2557;NHLLH28/21;92;283;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2557;243.00;19.04;4.14;16.28;3.54;104.51;22.72;13.00;82.00;957.00;;;;;;NHLLH;;;
NH91922;4600;4.402;4402.00;2114;NH91;45;922;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL49/49496;4800;4.402;4402.00;2028;NHL49/49;60;496;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL63/49638;4200;4.402;4402.00;2123;NHL63/49;60;638;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
51801800;782;4.403;4403.00;2600.15;5180-17;173;1800;0;820.3464194;40;30;21;13;10;1.32;6.08;Zehnder;Charleston;Kat_2;;Gliederheizkoerper;Stahl;Wandkonsole_CVD_1_RAL9016;4;;;2600.15;1734;0.55;0.70;3.05;3.90;4.75;6.08;13;22.30;259;5180;17;152.95;259.0;;5saeuler;;;
NHLLH35/28354;3800;4.404;4404.00;2583;NHLLH35/28;92;354;265;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;2583;314.00;20.79;5.47;16.83;4.43;109.86;28.91;13.00;100.00;1159.00;;;;;;NHLLH;;;
NHLH56/49567;3800;4.404;4404.00;3271;NHLH56/49;53;567;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH70/42709;2400;4.404;4404.00;2961;NHLLH70/42;92;709;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL35/21354;3600;4.406;4406.00;2569;NHLLHL35/21;128;354;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;2569;314.00;21.24;5.90;15.95;4.43;108.54;30.15;13;105;1224;;;;;;NHLLHL;;;
"NHLH49/21496";4600;4.407;4407.00;3272;"NHLH49/21";53;496;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN23237;4200;4.409;4409.00;2722.44;THN23;137;237;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH56/14567;3400;4.41;4410.00;3006;NHLLH56/14;92;567;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL77/35780;4000;4.412;4412.00;2245;NHL77/35;60;780;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH70/35709;3400;4.413;4413.00;3456;NHLH70/35;53;709;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH63/07638;3400;4.413;4413.00;3189;NHLLH63/07;92;638;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL42/28425;3000;4.413;4413.00;2598;NHLLHL42/28;128;425;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH49/42496;4200;4.414;4414.00;3181;NHLH49/42;53;496;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH70/28709;2600;4.417;4417.00;3018;NHLLH70/28;92;709;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL77/49780;1900;4.419;4419.00;2984;NHLLHL77/49;128;780;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
21801800;1530;4.42;4420.00;2723.4;2180;65;1800;0;;;;;;;;;Prolux;;;34;Gliederheizkoerper;;;;;;;;;;;;;;;;;;;;;;;;;
NHH91922;3000;4.422;4422.00;3363;NHH91;53;922;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/49851;3000;4.422;4422.00;3695;NHLH84/49;53;851;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/07638;3200;4.422;4422.00;3168;NHLLHL63/07;128;638;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
N72250-402500;685;4.422;4422.00;3279.69;N72250-40;166;2500;0;;;;;;;;;Prolux;;;17;Flachrohrradiator;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH56/21567;4200;4.423;4423.00;3358;NHLH56/21;53;567;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH63/56638;2400;4.423;4423.00;2871;NHLLH63/56;92;638;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH63/42638;3600;4.424;4424.00;3374;NHLH63/42;53;638;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH42/42425;4600;4.425;4425.00;3084;NHLH42/42;53;425;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL56/28567;2600;4.425;4425.00;2788;NHLLHL56/28;128;567;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH98/28993;2800;4.43;4430.00;3876;NHLH98/28;53;993;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLHL49/28496";2800;4.432;4432.00;2706;"NHLLHL49/28";128;496;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH77/42780;3200;4.438;4438.00;3590;NHLH77/42;53;780;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH35/14354;4600;4.439;4439.00;2788;NHLLH35/14;92;354;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;2788;314.00;16.05;3.49;20.38;4.43;111.64;24.27;16.00;83.00;965.00;;;;;;NHLLH;;;
NHL63/42638;4400;4.44;4440.00;2157;NHL63/42;60;638;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH56/28567;3000;4.44;4440.00;2877;NHLLH56/28;92;567;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4600;4.44;4440.00;3175.09;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
M31001000;2580;4.44;4440.00;4040;M3100;105;1000;0;;;;;;;;;Prolux;;;40;Gliederheizkoerper;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH91/21922;3000;4.443;4443.00;3804;NHLH91/21;53;922;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL56/49567;2200;4.444;4444.00;2713;NHLLHL56/49;128;567;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4800;4.444;4444.00;3134.68;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHH98993;2800;4.446;4446.00;3420;NHH98;53;993;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH42/21425;3800;4.446;4446.00;2783;NHLLH42/21;92;425;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL42/42425;2600;4.449;4449.00;2525;NHLLHL42/42;128;425;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL63/28638;4800;4.45;4450.00;2211;NHL63/28;60;638;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/35851;3800;4.45;4450.00;2296;NHL84/35;60;851;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLH49/14496";4800;4.45;4450.00;3336;"NHLH49/14";53;496;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL84/56851;1800;4.451;4451.00;3111;NHLLHL84/56;128;851;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH49/49496;2800;4.452;4452.00;2704;NHLLH49/49;92;496;471;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2704;456.00;25.34;9.05;17.36;6.20;121.66;43.45;13.00;137.00;1590.00;;;;;;NHLLH;;;
"NHLLH49/49496";2800;4.452;4452.00;2704;"NHLLH49/49";92;496;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH63/28638;2800;4.452;4452.00;2960;NHLLH63/28;92;638;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL28/14283;4600;4.453;4453.00;2597;NHLLHL28/14;128;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2597;243.00;18.77;4.08;16.28;3.54;104.70;22.76;15;83;968;;;;;;NHLLHL;;;
NHLLH56/21567;3200;4.454;4454.00;2946;NHLLH56/21;92;567;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLHL49/14496";3400;4.454;4454.00;2887;"NHLLHL49/14";128;496;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL70/49709;2000;4.454;4454.00;2906;NHLLHL70/49;128;709;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
K51801800;975;4.455;4455.00;4000.5;K5180-15;173;1800;0;1703.231692;50;40;21;13;18;1.31;6.15;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;4740.39;1734;0.69;0.71;3.80;3.90;6.00;6.15;13;25.50;297;K5180;15;266.70;297.0;;5saeuler;;;
NHL70/49709;4000;4.456;4456.00;2188;NHL70/49;60;709;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL63/35638;4600;4.457;4457.00;2187;NHL63/35;60;638;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/56851;3000;4.458;4458.00;3729;NHLH84/56;53;851;535;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH28/28283;4200;4.46;4460.00;2478;NHLLH28/28;92;283;265;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2478;243.00;21.50;5.12;14.87;3.54;104.96;24.99;12.00;91.00;1062.00;;;;;;NHLLH;;;
NHLLH35/21354;4200;4.46;4460.00;2695;NHLLH35/21;92;354;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;2695;314.00;18.82;4.48;18.61;4.43;111.68;26.59;15.00;91.00;1062.00;;;;;;NHLLH;;;
NHLLHL84/42851;1900;4.461;4461.00;3095;NHLLHL84/42;128;851;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL77/14780;4600;4.462;4462.00;2363;NHL77/14;60;780;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH77/56780;2200;4.464;4464.00;3072;NHLLH77/56;92;780;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH84/42851;2200;4.468;4468.00;3158;NHLLH84/42;92;851;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
